INT.date,SRP,TP,TSS,NO23,TKN,CHL,SIL
2/1/1976,5361.670266,12838.22158,652336.549,360423.3901,339572.4502,1965945.764,902547.8281
2/2/1976,2788.068538,8399.056471,599434.7357,261381.4255,264866.5111,1568288.553,703987.3059
2/3/1976,1727.649308,5770.348688,369716.9519,193496.7225,196952.0211,1140248.543,523477.7403
2/4/1976,1233.184161,3863.977038,283632.3571,152092.7132,156203.3271,863228.9128,415172.0009
2/5/1976,1125.950756,3377.852267,161386.275,131360.9215,142620.4291,863228.9128,379070.0878
2/6/1976,1045.525702,3310.831389,230015.6544,121977.9985,132433.2556,766718.848,351993.6529
2/7/1976,991.9089992,2876.536098,165318.1665,115722.7166,125641.8066,727399.9327,333942.6964
2/8/1976,625.5281977,2330.092536,251775.0996,107903.6141,118850.3576,766272.0422,315891.7398
2/9/1976,2025.519878,4840.992509,1066436.216,87097.35476,115454.6331,719059.5568,306866.2615
2/10/1976,8355.269498,18062.12671,3813934.782,258030.3815,373529.6952,5037736.021,992802.6109
2/11/1976,90723.92896,199738.9726,49444541.28,995036.6402,2224199.549,13023273.67,5911688.274
2/12/1976,65072.80479,158393.1226,30214486.41,1212720.453,2247969.62,12866668.22,5974866.622
2/13/1976,29288.12383,129484.3369,36918450.82,1633969.013,2343049.906,12948433.69,6227580.014
2/14/1976,17727.02232,77644.35775,18897005.79,1288163.622,1796338.261,9454411.902,4774478.011
2/15/1976,11527.59107,48300.60659,11573701.44,1083593.561,1314145.382,7147106.464,3492860.095
2/16/1976,30226.41612,688557.7593,373658956.1,2619622.731,3062943.501,14307170.3,8140981.409
2/17/1976,108573.8229,3190622.742,1787125125,10278321.9,11002147.39,41981878.18,29242549.63
2/18/1976,84356.94552,1784149.398,959560255.2,8910202.37,8013909.824,32688316.39,21300128.74
2/19/1976,44971.00935,830328.3636,326653058.9,7972133.476,6214175.838,29026742.4,16516625.25
2/20/1976,19838.17998,381884.9647,169120484.4,4934747.271,3769254.197,18846270.98,10018280.89
2/21/1976,24073.89949,349472.7743,167112985.6,3350284.346,3049360.602,14243723.87,8104879.496
2/22/1976,28416.85241,399967.1977,183525505.1,3694190.813,3599467.972,17050111.45,9567006.978
2/23/1976,24991.34085,229420.509,92817839.92,3098926.265,2849012.857,14245064.28,7572376.278
2/24/1976,19266.26849,109336.0737,32222834.05,1926626.849,1830295.506,11078104.38,4864732.793
2/25/1976,13654.38694,75781.84754,15053961.61,1365438.694,341359.6736,8192632.166,3447732.703
2/26/1976,37665.73362,77591.41125,15668945.18,979309.074,251104.8908,5775412.488,2536159.397
2/27/1976,7291.871561,34454.09313,11867520.97,674498.1194,182296.789,4192826.148,1841197.569
2/28/1976,4369.761267,28257.78952,11157457.1,524371.352,145658.7089,3350150.304,1471152.96
2/29/1976,3538.702375,21232.21425,7136383.124,412848.6105,212322.1425,2713005.154,1191363.133
3/1/1976,2895.301944,17854.36199,6697798.496,332959.7235,173718.1166,2171476.458,974751.6543
3/2/1976,3288.491096,14798.20993,5524665.042,287742.9709,147982.0993,1808670.103,830344.0018
3/3/1976,3601.255195,18781.93094,7872897.896,257628.2563,149590.6004,1911435.45,839369.4801
3/4/1976,29274.71965,329689.1046,206177668.4,1352213.241,1003704.674,10455257.02,5631898.447
3/5/1976,41776.34749,497384.2783,260733557,2727749.748,1769351.188,16710539,9928026.109
3/6/1976,34314.6897,399337.2014,164710510.6,2466368.322,1029440.691,13725875.88,8664459.15
3/7/1976,16118.52124,170112.3934,60506448.95,1413470.324,595145.3995,8183249.243,5009140.446
3/8/1976,7988.888696,69636.4798,19013555.1,812203.6841,319555.5478,5592222.087,2689592.528
3/9/1976,4879.119942,34153.83959,7286152.447,536703.1936,195164.7977,4228570.616,1642637.047
3/10/1976,3672.744132,22893.43842,4860264.735,404001.8545,134667.2848,3183044.914,1236490.524
3/11/1976,5316.98968,15312.93028,2839272.489,329653.3602,116973.773,2871174.427,1074031.915
3/12/1976,1965.945764,13466.72848,3558361.833,285062.1358,78637.83056,2752324.07,992802.6109
3/13/1976,1965.945764,12090.56645,2948918.646,275232.407,68808.10174,2948918.646,992802.6109
3/14/1976,1965.945764,12287.16103,3312618.613,275232.407,88467.55939,2948918.646,992802.6109
3/15/1976,1233.184161,8467.864573,1636024.32,230194.3767,73991.04967,2260837.629,830344.0018
3/16/1976,1411.906503,6777.151216,811846.2394,197666.9105,42357.1951,1764883.129,713012.7842
3/17/1976,661.2726661,6215.963061,1395285.325,171930.8932,39676.35997,1587054.399,667885.3928
3/18/1976,1233.184161,6104.261598,610426.1598,160313.9409,49327.36645,1788117.034,622758.0014
3/19/1976,4691.461483,16044.79827,2664750.122,215807.2282,75063.38372,2533389.201,947675.2195
3/20/1976,2519.985025,15497.9079,3779977.537,314998.1281,113399.3261,3275980.532,1272592.438
3/21/1976,6277.62227,103141.3339,45883141.17,627762.227,420600.6921,5963741.156,2536159.397
3/22/1976,7685.060714,239581.7678,106438090.9,1306460.321,643623.8348,7300807.679,3880955.661
3/23/1976,5942.517878,79748.58992,34942005.12,784412.3599,398148.6978,4813439.481,2400777.223
3/24/1976,3284.023038,29162.12458,12755145.48,394082.7645,220029.5435,2758579.352,1326745.307
3/25/1976,974.036765,21623.61618,2868538.273,292211.0295,163151.1581,633123.8972,983777.1326
3/26/1976,705.9532517,10871.68008,4059231.197,169428.7804,118247.1697,1623692.479,713012.7842
3/27/1976,625.5281977,8069.31375,2827387.453,137616.2035,104775.9731,1501267.674,631783.4797
3/28/1976,2251.901512,30062.88518,14186979.52,202671.136,188596.7516,2814876.89,1137210.263
3/29/1976,2111.157667,14621.72162,5517158.703,201732.8438,157163.9597,2126795.872,947675.2195
3/30/1976,2752.32407,8738.628922,2669754.348,123854.5831,115253.5704,1720202.544,694961.8276
3/31/1976,1796.159539,7064.894187,2233225.027,98788.77465,100285.5743,1556671.6,604707.0448
4/1/1976,1635.309431,6977.320239,1875154.814,136275.7859,91304.77657,1253737.23,550554.1751
4/2/1976,2010.62635,8578.672425,2305518.214,167552.1958,112259.9712,1541480.201,676910.8711
4/3/1976,4155.294456,17729.25635,4764737.643,346274.538,232003.9405,3185725.75,1398949.134
4/4/1976,3753.169186,10258.66244,3477936.779,275232.407,209551.9462,2877429.709,1263566.959
4/5/1976,2600.410079,7107.787549,2409713.34,190696.7391,145189.5627,1993647.727,875471.3932
4/6/1976,2010.62635,3149.981281,1199673.722,134041.7566,112259.9712,1474459.323,676910.8711
4/7/1976,1635.309431,2398.453832,904871.2185,87216.50299,91304.77657,1199226.916,550554.1751
4/8/1976,455.7419726,1549.522707,401052.9359,68361.29589,76336.78041,1002632.34,460299.3923
4/9/1976,393.1891528,786.3783056,338142.6714,51114.58987,65859.1831,865016.1362,397121.0444
4/10/1976,348.5085673,453.0611375,163799.0266,48791.19942,58375.18502,801569.7047,351993.6529
4/11/1976,339.5724502,509.3586752,169786.2251,44144.41852,56878.3854,747059.3904,342968.1747
4/12/1976,312.7640988,1157.227166,112595.0756,37531.69186,52387.98656,719357.4273,315891.7398
4/13/1976,285.9557475,800.676093,237343.2704,34314.6897,47897.58771,714889.3688,288815.305
4/14/1976,268.0835133,804.2505399,195700.9647,29489.18646,44903.98848,670208.7832,270764.3484
4/15/1976,259.1473962,958.8453659,183994.6513,28506.21358,43407.18886,647868.4904,261738.8701
4/16/1976,241.275162,844.4630669,238862.4103,26540.26782,40413.58963,603187.9049,243687.9136
4/17/1976,464.6780897,1091.993511,169607.5027,23233.90449,38916.79001,604081.5166,234662.4353
4/18/1976,214.4668106,1158.120777,190875.4615,19302.01296,35923.19078,536167.0266,216611.4787
4/19/1976,616.5920806,1150.971884,228139.0698,16442.45548,34426.39116,616592.0806,207586.0005
4/20/1976,786.3783056,1179.567458,186764.8476,17693.51188,32929.59155,550464.814,198560.5222
4/21/1976,786.3783056,1513.778238,198560.5222,17693.51188,32929.59155,609443.1869,198560.5222
4/22/1976,589.7837292,1317.183662,235913.4917,19659.45764,32929.59155,570124.2716,198560.5222
4/23/1976,643.4004319,1479.820993,274517.5176,19302.01296,35923.19078,621953.7508,216611.4787
4/24/1976,464.6780897,1463.735983,274160.0729,20910.51404,38916.79001,673783.2301,234662.4353
4/25/1976,232.3390449,1324.332556,223045.4831,30204.07583,38916.79001,650549.3256,234662.4353
4/26/1976,500.4225581,888.2500407,182654.2337,35029.57907,41910.38924,738123.2733,252713.3919
4/27/1976,536.1670266,107.2334053,195700.9647,32170.02159,44903.98848,804250.5399,270764.3484
4/28/1976,482.5503239,96.51006478,132701.3391,28953.01944,40413.58963,747953.0021,243687.9136
4/29/1976,205.5306935,82.21227741,176756.3964,21580.72282,34426.39116,616592.0806,207586.0005
4/30/1976,187.6584593,1050.887372,146373.5983,21580.72282,31432.79193,562975.3779,189535.0439
5/1/1976,169.7862251,950.8028605,123943.9443,19525.41588,28439.1927,509358.6752,171484.0873
5/2/1976,679.1449003,950.8028605,292032.3071,21223.27814,28439.1927,543315.9203,171484.0873
5/3/1976,339.5724502,6265.111706,97627.07942,21223.27814,28439.1927,492380.0527,171484.0873
5/4/1976,169.7862251,950.8028605,122246.0821,20374.34701,28439.1927,509358.6752,171484.0873
5/5/1976,151.9139909,820.3355507,121531.1927,15191.39909,25445.59347,425359.1744,153433.1308
5/6/1976,911.4839452,2461.006652,279521.7432,25825.37845,25445.59347,425359.1744,153433.1308
5/7/1976,1233.184161,1397.608716,203475.3866,24663.68322,34426.39116,554932.8725,207586.0005
5/8/1976,187.6584593,1726.457826,200794.5515,33778.52267,31432.79193,581741.2238,189535.0439
5/9/1976,214.4668106,1608.50108,265938.8452,19302.01296,35923.19078,643400.4319,216611.4787
5/10/1976,1125.950756,1735.840749,167954.3211,28148.7689,31432.79193,760016.7602,189535.0439
5/11/1976,965.1006478,1528.076026,131897.0885,36995.52483,26942.39309,788165.5291,162458.6091
5/12/1976,1000.845116,1243.907502,151556.5462,34314.6897,23948.79385,657698.2193,144407.6525
5/13/1976,750.6338372,1013.35568,100084.5116,27523.2407,20955.19462,550464.814,126356.6959
5/14/1976,580.8476121,987.4409406,109199.3511,20910.51404,19458.39501,464678.0897,117331.2176
5/15/1976,580.8476121,1208.163033,247441.0828,19748.81881,19458.39501,441444.1852,117331.2176
5/16/1976,464.6780897,1022.291797,82480.36092,20910.51404,19458.39501,418210.2807,117331.2176
5/17/1976,813.186657,1551.30993,145122.5419,24395.59971,20955.19462,431614.4564,126356.6959
5/18/1976,607.6559635,1382.417317,98744.09406,27344.51836,25445.59347,486124.7708,153433.1308
5/19/1976,4065.933285,11733.12176,3061066.916,272998.3777,97291.97503,2032966.642,586656.0882
5/20/1976,2099.987521,7811.953577,1805989.268,587996.5058,70349.58195,1679990.017,424197.4792
5/21/1976,1072.334053,3726.360835,619272.9157,265402.6782,44903.98848,965100.6478,270764.3484
5/22/1976,786.3783056,2378.794375,383359.424,151377.8238,32929.59155,668421.5598,198560.5222
5/23/1976,643.4004319,1640.671101,287921.6933,130288.5875,26942.39309,627315.4211,162458.6091
5/24/1976,536.1670266,1233.184161,155488.4377,56297.53779,22451.99424,482550.3239,135382.1742
5/25/1976,500.4225581,1150.971884,145122.5419,52544.3686,20955.19462,450380.3023,126356.6959
5/26/1976,428.9336213,986.5473289,124390.7502,45038.03023,17961.59539,386040.2591,108305.7394
5/27/1976,393.1891528,904.3350515,114024.8543,41284.86105,16464.79577,353870.2375,99280.26109
5/28/1976,982.9728821,3994.444348,1974881.881,178722.3422,14967.99616,250211.2791,90254.78281
5/29/1976,943.6539668,3834.666574,1895886.606,171573.4485,14369.27631,240202.8279,86644.5915
5/30/1976,1769.351188,7189.999826,3554787.386,321700.2159,26942.39309,450380.3023,162458.6091
5/31/1976,13292.4742,45779.28115,20151390.89,1797142.512,178119.1543,3190193.808,1074031.915
6/1/1976,7396.870938,36003.83924,21691754.07,1131893.274,115253.5704,2012636.976,694961.8276
6/2/1976,8679.203743,25005.4897,9967009.92,1041504.449,157163.9597,3330937.653,947675.2195
6/3/1976,6380.387616,23182.07501,9029767.617,1822967.89,152673.5608,3554787.386,920598.7846
6/4/1976,2591.473962,9674.836124,4301846.777,957117.7166,86814.37772,1969520.211,523477.7403
6/5/1976,965.1006478,5822.773909,2046013.373,595145.3995,53884.78617,1222460.821,324917.2181
6/6/1976,697.0171346,3787.126431,1082699.949,369419.0813,38916.79001,859654.4659,234662.4353
6/7/1976,1125.950756,3083.854015,781910.2471,221436.982,31432.79193,688081.0174,189535.0439
6/8/1976,1143.82299,2183.987022,632677.0914,151556.5462,23948.79385,503997.005,144407.6525
6/9/1976,777.4421885,1536.118531,426252.7861,89003.72641,17961.59539,359231.9078,108305.7394
6/10/1976,622.549492,1405.651221,416125.1867,64548.55259,16464.79577,307998.1697,99280.26109
6/11/1976,589.7837292,1366.332306,308653.485,47182.69834,16464.79577,294891.8646,99280.26109
6/12/1976,418.2102807,996.7345024,213287.2432,26486.65111,11675.037,209105.1404,70398.73059
6/13/1976,178.7223422,496.8481113,121531.1927,11438.2299,5987.198463,103658.9585,36101.91312
6/14/1976,172.0202544,395.646585,107903.6141,10164.83321,5238.798656,90701.58866,31589.17398
6/15/1976,129.5736981,266.9218181,78521.66104,6996.979697,4340.718886,72561.27093,26173.88701
6/16/1976,250.2112791,431.6144564,92890.93735,8444.630669,5238.798656,84446.30669,31589.17398
6/17/1976,142.9778738,328.8491096,73991.04967,8221.227741,5987.198463,92935.61794,36101.91312
6/18/1976,58.97837292,392.2061799,74902.53361,6487.621022,4939.438732,82569.72209,29784.07833
6/19/1976,163.5309431,790.3995583,171707.4903,11992.26916,9130.477657,147177.8488,55055.41751
6/20/1976,89.3611711,1099.142404,343146.897,21446.68106,14967.99616,259147.3962,90254.78281
6/21/1976,2573.601728,7120.298113,2056021.825,75063.38372,47897.58771,1079482.947,288815.305
6/22/1976,2202.752868,6452.770165,1078701.037,235824.1305,43407.18886,887579.8319,261738.8701
6/23/1976,987.4409406,2476.198051,890595.7714,211160.4473,25445.59347,569677.4657,153433.1308
6/24/1976,1215.311927,2927.471965,922564.7304,196594.5764,23948.79385,532592.5797,144407.6525
6/25/1976,1327.013391,3257.214686,989228.164,211920.0173,26942.39309,583081.6414,162458.6091
6/26/1976,2265.305687,7275.116342,2614685.526,426922.9949,58375.18502,1402746.983,351993.6529
6/27/1976,1782.755363,5738.774408,1915188.619,430408.0806,56878.3854,1315843.244,342968.1747
6/28/1976,1608.50108,3463.638992,910411.6111,261649.509,35923.19078,718463.8156,216611.4787
6/29/1976,1125.950756,2235.816501,535630.8596,159241.6069,26942.39309,546890.3671,162458.6091
6/30/1976,1688.926134,3763.892527,1150882.523,262989.9265,40413.58963,892718.0993,243687.9136
7/1/1976,2613.814255,8311.92933,3518193.987,313657.7105,58375.18502,1202354.557,351993.6529
7/2/1976,4300.506359,21649.97773,7163414.878,461997.2546,82323.97887,1204141.781,496401.3054
7/3/1976,3636.999664,12503.41506,5416180.58,428576.1766,65859.1831,1268035.018,397121.0444
7/4/1976,1930.201296,5219.586004,1755678.929,250121.9179,40413.58963,852505.5723,243687.9136
7/5/1976,1447.650972,2822.919395,679591.7062,161654.3585,26942.39309,546890.3671,162458.6091
7/6/1976,911.4839452,1479.820993,455205.8056,91148.39452,17961.59539,332423.5565,108305.7394
7/7/1976,557.6137076,832.9354758,236985.8257,48442.69085,11675.037,202134.969,70398.73059
7/8/1976,1474.459323,2707.643484,806261.1662,87127.14182,22451.99424,395423.1821,135382.1742
7/9/1976,2207.220926,4380.484607,1212273.647,98051.54499,28439.1927,488135.3971,171484.0873
7/10/1976,2506.580849,6479.13171,2215665.557,128367.3223,50891.18694,957058.1424,306866.2615
7/11/1976,1266.6946,2965.003657,1059332.003,58174.12238,31432.79193,478529.0712,189535.0439
7/12/1976,857.8672425,1712.160038,666634.3364,35029.57907,17961.59539,246636.8322,108305.7394
7/13/1976,581.7412238,1138.550681,291286.1414,25762.82563,13920.23643,191143.545,83936.94801
7/14/1976,327.0618862,626.8686152,135458.1312,15535.4396,9130.477657,125373.723,55055.41751
7/15/1976,135.8289801,375.2275574,77762.09109,8828.883704,5687.83854,74705.93904,34296.81747
7/16/1976,193.0201296,468.0738142,86698.2082,9007.606047,5388.478617,72382.54859,32491.72181
7/17/1976,200.1690233,697.7320239,164424.5548,12296.09714,9579.517542,125820.5289,57763.061
7/18/1976,71.48893688,393.1891528,65948.54427,8578.672425,5987.198463,75063.38372,36101.91312
7/19/1976,184.9776242,335.3724751,71739.14816,7399.104967,5388.478617,71578.29805,32491.72181
7/20/1976,296.2322822,465.996167,127607.7523,8886.968466,7633.678041,110517.4284,46029.93923
7/21/1976,361.2425342,544.0531499,171973.3397,10071.00398,7334.318118,130266.2472,44224.84358
7/22/1976,287.7429709,724.3616529,226316.1019,8632.289128,8382.077849,140118.3163,50542.67837
7/23/1976,2003.924262,5044.661511,6273154.211,60117.72786,58375.18502,975823.9884,351993.6529
7/24/1976,8374.41832,20502.00583,8588885.131,141445.968,59871.98463,1000845.116,361019.1312
7/25/1976,4813.216078,9082.781132,2650731.588,63368.24045,46400.78809,844909.8727,279789.8267
7/26/1976,2219.73149,4738.644181,1234363.729,33135.12224,26942.39309,490592.8293,162458.6091
7/27/1976,1501.267674,2369.858257,584422.059,25199.85025,17961.59539,327061.8862,108305.7394
7/28/1976,750.6338372,1272.324354,288618.7104,15012.67674,12573.11677,213930.6436,75814.01756
7/29/1976,553.5924549,806.6632915,185848.8956,10544.61819,8831.117734,144988.5001,53250.32186
7/30/1976,350.2957907,658.9939563,146248.4926,9414.199375,14843.78413,113846.132,44224.84358
7/31/1976,281.487689,562.9753779,123479.2662,8256.972209,12723.24354,97582.39884,37907.00878
8/1/1976,232.3390449,500.4225581,102586.6244,8042.505399,12117.3748,92935.61794,36101.91312
8/2/1976,225.1901512,469.1461483,96581.55372,8382.077849,12723.24354,91327.11686,37907.00878
8/3/1976,393.1891528,503.997005,106518.5159,8757.394767,12117.3748,109020.6287,36101.91312
8/4/1976,357.4446844,468.2525365,85071.83488,8221.227741,12117.3748,109020.6287,36101.91312
8/5/1976,176.9351188,343.5490223,184307.4154,6340.175089,9996.834211,86993.10006,29784.07833
8/6/1976,166.2117782,324.1129676,64684.0837,6094.431869,9390.965471,90031.37988,27978.98267
8/7/1976,713.9957571,938.6944218,124529.26,14069.91639,14237.91539,138599.1764,42419.74792
8/8/1976,2774.664363,5115.033434,1328219.767,44635.90496,81792.2799,747953.0021,243687.9136
8/9/1976,11265.46497,22094.84742,6432217.096,148994.8593,184789.9657,1853350.689,550554.1751
8/10/1976,5433.159203,8478.587914,2036004.922,77208.05183,96938.99841,686293.794,288815.305
8/11/1976,2211.688985,3029.3437,760686.969,36861.48308,45440.1555,335104.3916,135382.1742
8/12/1976,1329.694226,1533.303654,290039.553,22438.59006,28172.89641,220230.6062,83936.94801
8/13/1976,2015.98802,2359.134917,357730.6401,29596.41987,29081.69952,257360.1728,86644.5915
8/14/1976,1233.184161,2501.219179,1153563.358,19302.01296,27264.0933,187658.4593,81229.30453
8/15/1976,2088.817374,4610.589623,1528634.533,34940.2179,51498.8429,349402.179,153433.1308
8/16/1976,1166.163283,1557.475851,322120.2135,20990.93909,26355.29019,238415.6045,78521.66104
8/17/1976,1166.163283,1088.419064,165595.1862,17103.72815,26355.29019,241007.0784,78521.66104
8/18/1976,975.8239884,892.1819322,134524.307,13940.34269,23628.88086,202134.969,70398.73059
8/19/1976,700.5915814,640.5408744,92578.17326,8507.183488,16964.32472,150126.7674,50542.67837
8/20/1976,600.5070698,555.4690395,60050.70698,6380.387616,12723.24354,127607.7523,37907.00878
8/21/1976,393.1891528,400.3380465,80425.05399,6076.559635,12117.3748,110807.8522,36101.91312
8/22/1976,281.487689,337.7852267,46601.85073,5316.98968,10602.70295,103212.1526,31589.17398
8/23/1976,246.6368322,362.985077,69433.62994,3324.235565,7270.42488,79352.71993,21661.14787
8/24/1976,111.7014639,326.6150804,75778.27309,1921.265179,6058.6874,90254.78281,18050.95656
8/25/1976,75.95699543,271.1664737,51878.62788,1784.989393,5149.88429,56208.17662,15343.31308
8/26/1976,76.40380129,298.8237561,60613.68235,2377.007151,5755.75303,59425.17878,17148.40873
8/27/1976,80.42505399,314.5513223,63803.87616,2502.112791,6058.6874,62552.81977,18050.95656
8/28/1976,168.8926134,660.5577767,133988.1399,5254.43686,12723.24354,131360.9215,37907.00878
8/29/1976,943.6539668,8364.205615,527588.3542,10809.12726,29081.69952,325989.5522,86644.5915
8/30/1976,3047.215934,27009.41396,1703670.727,34904.47343,93909.65471,1052674.596,279789.8267
8/31/1976,2752.32407,24395.59971,1538799.366,31526.62116,84821.6236,950802.8605,252713.3919
9/1/1976,1701.436698,15054.67649,530179.8281,19596.90482,51498.8429,577273.1653,153433.1308
9/2/1976,1366.332306,3116.024036,309636.4578,18774.78205,33322.7807,294891.8646,99280.26109
9/3/1976,1146.057019,1568.288553,116616.3283,15079.69762,22720.07775,221168.8985,67691.08711
9/4/1976,779.3187731,1070.993636,86135.23282,10937.80734,15449.65287,205083.8877,46029.93923
9/5/1976,454.1334715,863.2289128,60426.0239,8557.225744,12723.24354,131360.9215,37907.00878
9/6/1976,375.3615992,1022.202436,44461.65068,6537.663277,9390.965471,143773.1882,27978.98267
9/7/1976,733.4764924,797.8165355,43751.22937,6412.557638,7270.42488,155488.4377,21661.14787
9/8/1976,906.3903584,998.3430035,38469.98416,5986.304852,6361.62177,122540.9739,18953.50439
9/9/1976,731.7786301,797.9952579,22411.78171,5059.629507,5755.75303,89647.12684,17148.40873
9/10/1976,359.7680748,418.7464478,57798.80547,5986.304852,9996.834211,110879.3411,29784.07833
9/11/1976,344.3979534,436.7974043,77699.53827,7349.956323,14237.91539,157079.0666,42419.74792
9/12/1976,697.0171346,1090.206287,235913.4917,16531.81665,30293.437,349402.179,90254.78281
9/13/1976,913.6286133,1225.677823,206209.8384,7785.145226,21811.27464,317518.1131,64983.44362
9/14/1976,379.6062548,543.673365,72382.54859,2798.791879,10905.63732,141869.7952,32491.72181
9/15/1976,290.8706119,369.6871648,36405.7411,2214.36982,6361.62177,88574.79279,18953.50439
9/16/1976,143.4246796,238.5943268,38335.9424,1742.542836,4544.01555,57369.87184,13538.21742
9/17/1976,422.2315334,587.9965058,76627.20422,6286.558387,10602.70295,121665.2344,31589.17398
9/18/1976,230.0156544,457.0823902,76082.10107,3302.788884,9996.834211,119136.3133,29784.07833
9/19/1976,221.1688985,562.9753779,96107.93951,5227.628509,13632.04665,151199.1015,40614.65226
9/20/1976,562.9753779,1125.950756,151520.8017,9844.026608,21811.27464,259612.0743,64983.44362
9/21/1976,331.7980283,545.9967554,51659.69301,4871.971048,14237.91539,174298.9642,42419.74792
9/22/1976,309.6364578,448.2356342,41284.86105,3273.299697,9996.834211,115892.5028,29784.07833
9/23/1976,156.5607718,208.0328063,19516.47977,2659.388452,7270.42488,81068.45442,21661.14787
9/24/1976,158.258634,224.0284559,18292.23172,2836.323571,6967.49051,78307.19423,20758.60005
9/25/1976,152.8076026,187.6584593,10455.25702,1970.413823,4544.01555,52678.41036,13538.21742
9/26/1976,270.2281814,314.5513223,17300.32272,2630.792877,4846.94992,63911.10957,14440.76525
9/27/1976,206.2157958,234.3049906,28568.7664,3466.617697,6967.49051,76662.94868,20758.60005
9/28/1976,5919.283973,9956.621684,2567167.723,80344.62893,109056.3732,1308515.628,324917.2181
9/29/1976,9536.400776,17796.72403,3799748.696,226389.8249,154496.5287,1709032.397,460299.3923
9/30/1976,3897.487477,6186.027069,976404.836,115879.0986,78762.9362,990926.0263,234662.4353
10/1/1976,1151.686773,1679.275127,297036.5327,40705.80066,29081.69952,364164.6445,86644.5915
10/2/1976,673.1577019,871.2267376,166765.8175,24280.7706,18781.93094,230064.803,55957.96534
10/3/1976,450.4473232,560.696668,93029.44717,16148.90403,14237.91539,171463.9811,42419.74792
10/4/1976,331.2320742,477.7843948,57548.59419,12546.30842,12117.3748,156560.7718,36101.91312
10/5/1976,287.6536098,489.3417729,51579.26796,9489.262759,11208.57169,152092.7132,33394.26964
10/6/1976,226.0837629,464.4993674,54671.16448,10399.85309,13934.98102,180044.8875,41517.20009
10/7/1976,316.1598233,479.6907664,70318.30554,11774.2279,18478.99657,237119.8675,55055.41751
10/8/1976,311.0662366,817.2079097,57995.40004,10439.17201,17873.12783,231454.3693,53250.32186
10/9/1976,646.8855176,799.6931201,44823.56342,9728.750697,17267.25909,246020.2401,51445.2262
10/10/1976,178.8117034,425.4485356,24663.68322,9680.495665,20902.47153,275000.0679,62275.80014
10/11/1976,444.1250203,574.1902049,51708.84165,9516.964722,21508.34027,274405.8161,64080.89579
10/12/1976,348.5085673,32.17002159,48791.19942,7613.571777,18176.0622,246636.8322,54152.86968
10/13/1976,281.1302443,290.4238061,19748.81881,3020.407583,7876.29362,116866.5396,23466.24353
10/14/1976,130.1098651,180.1521209,14762.46547,2502.112791,8482.16236,119350.7801,25271.33919
10/15/1976,127.8758358,135.1140907,13028.85875,2340.369071,8179.22799,120155.0307,24368.79136
10/16/1976,171.305365,209.9093909,41016.77753,1761.308682,8179.22799,116535.9032,24368.79136
10/17/1976,79.35271993,122.2460821,11366.74096,1479.820993,7270.42488,99298.13332,21661.14787
10/18/1976,76.31444012,140.1183163,13886.72599,1901.605721,8482.16236,113470.8151,25271.33919
10/19/1976,67.02087832,150.1267674,10723.34053,2091.051404,9088.031101,117688.6623,27076.43484
10/20/1976,131.3609215,522.3160451,15950.96904,5285.71327,10602.70295,144809.7778,31589.17398
10/21/1976,380.3211442,207.1391946,11545.46331,2478.878886,11511.50606,147714.0158,34296.81747
10/22/1976,108.6631841,156.2033271,13243.32556,2546.793376,11511.50606,150770.1679,34296.81747
10/23/1976,144.7650972,262.721843,24663.68322,2573.601728,18176.0622,255751.6717,54152.86968
10/24/1976,265.4026782,672.3534513,18873.07934,5720.902174,19993.66842,323201.4836,59568.15665
10/25/1976,388.4530108,760.0167602,13511.40907,3068.21581,19084.86531,271917.1075,56860.51317
10/26/1976,425.1804521,773.6890194,21607.53117,3136.577105,23628.88086,322021.9162,70398.73059
10/27/1976,491.486441,1251.056395,31276.40988,3127.640988,30293.437,407486.9402,90254.78281
10/28/1976,369.5978037,833.561004,27523.2407,8335.61004,26658.22456,364093.1555,79424.20887
10/29/1976,287.0280816,639.289818,22831.77922,13699.06753,22114.20901,296813.1298,65885.99145
10/30/1976,239.4879385,496.9374725,8980.797695,10118.3654,20296.60279,237691.779,60470.70448
10/31/1976,227.5135416,490.950274,8980.797695,10357.85334,20296.60279,228710.9813,60470.70448
11/1/1976,165.1394442,406.9507732,8846.755939,10262.23689,19993.66842,222938.2497,59568.15665
11/2/1976,281.487689,495.9544996,41552.94456,12935.02952,22720.07775,282828.1065,67691.08711
11/3/1976,512.3075939,723.7361247,49604.38608,17483.51313,27567.02767,352923.0091,82131.85235
11/4/1976,439.1207948,552.9669267,39846.14619,10652.74521,27567.02767,361054.8757,82131.85235
11/5/1976,373.7977787,493.0949421,32607.89133,12486.43644,26961.15893,361072.7479,80326.7567
11/6/1976,325.7214686,405.3422721,34743.62332,10423.087,24537.68397,316311.7373,73106.37407
11/7/1976,186.5861252,353.8702375,30883.22073,8750.245874,21811.27464,270228.1814,64983.44362
11/8/1976,150.2608092,257.226131,14771.40158,7334.764924,17267.25909,214949.361,51445.2262
11/9/1976,128.6800864,237.2539093,4423.377969,6353.579265,13632.04665,172109.6155,40614.65226
11/10/1976,76.40380129,160.850108,9248.881208,6393.791792,13632.04665,165273.4859,40614.65226
11/11/1976,86.32289128,168.5351687,4932.736645,6576.982193,13934.98102,168124.1073,41517.20009
11/12/1976,98.65473289,176.7563964,3699.552483,6124.814667,13934.98102,168946.2301,41517.20009
